,action_TFC_finish,action_TNC_finish,action_noise
0092000F3008000F3008000F,0.0,0.0,1.208445342884389
00A1000F2009000F2009000F,-0.09362376304804286,0.0,0.0
00B3000F3308000F3208000F,0.0,0.0,2.8791989995440392
0090000F0090000F0090000F,-0.031823129390471674,-0.08390007009793025,-0.12528574443975063
1081000F2107000F3107000F,0.0,-2.0894941998009546,0.0
1082000F2208000F2207000F,-0.6000000000000001,-0.7572501100715087,0.0
0530000F2106000F3106000F,0.0,-2.2800000000000002,0.0
1092000F3206000F3207000F,-0.3599999999999999,0.6000000000000001,0.3119537817199165
0520000F3150000F3150000F,0.0,0.0,-1.3711200540643578
0093000F3107000F3107000F,-1.0064477346417355,0.0,-0.5723213666781927
00C4200F4300D00F4300D00F,-0.5884961518583366,0.0,0.0
0080000F1150000F1150000F,0.0041563093893771845,0.0,0.0
1082000F3107000F3108000F,0.0,0.0,0.3002463993340205
1092000F2108000F2108000F,0.0,-2.3653991250640374,0.0
1094000F4300A00F4300A00F,-0.003000000000000001,0.0,0.0
0092000F3207000F3107000F,0.0,0.6086277271877996,0.0
0096100F3300900F3300900F,-0.5605668932236322,-1.2000000000000002,1.516968953518091
00A5300F4400A00F4400A00F,0.0,0.0,1.1639921095101418
00B2100F2400A00F2400900F,0.0,0.0,0.41384297007575666
10A3200F4400B00F4400B00F,0.0,0.0,0.0
0620000F1160000F1150000F,0.0806465882269834,0.0,0.0
1094000F220A000F220A000F,0.0,-1.211164932,0.0
20A4200F3310A00F3310A00F,0.0,1.8,0.30000000000000004
20A4200F4310A00F4310A00F,0.0,0.0,-0.303
00A5300F3220A00F3220A00F,0.0,0.0,-1.440381008888596
00C4600F3240D00F3240C00F,0.0,0.41434799999999994,0.3233509725098218
0530000F1150000F3050000F,0.0,-0.9108429087661603,0.0
0520000F2050000F3050000F,0.0,0.0,0.5494252206509533
00B2100F3209000F4209000F,0.0,0.0,0.8654065467795304
00A2000F2109000F2108000F,0.0,-1.3192195150808461,0.0
00B2100F4200900F3200900F,-1.1624656382645733,0.0,1.3328779337295766
1084000F3209000F3209000F,0.0002895769810794001,0.0,-1.0846345834192859
10A4100F3200B00F3200A00F,0.0,0.0,-0.6252557340213887
0080000F3060000F3060000F,-8.152264054528292e-05,-1.8030000000000002,0.0
0091000F2106000F3106000F,0.0,0.0,0.6000000000000001
0083000F2207000F2207000F,0.0,-1.8240902882781,0.0
0090000F1070000F1070000F,36.661181714450734,-9.0,-9.0
0091000F2008000F2009000F,0.0,-4.5,0.0
1092000F3009000F3009000F,0.0,-1.7952000000000004,0.7913654057785376
0081000F2107000F3107000F,0.0,-2.4052757311837203,0.0
0090000F2070000F2070000F,26.930823022408667,0.0,0.0
0090000F2007000F2008000F,17.284275655867113,0.0,0.0
20A4300F4220A00F4220A00F,0.0,0.0,0.9
20A4300F4320A00F4320A00F,0.0,-1.8,0.0
10A5300F4320A00F4320A00F,0.0,0.0,-0.30000000000000004
10A5300F4230A00F4230A00F,-0.617125252189572,0.0,0.0
1081000F2007000F2007000F,0.0,0.0,0.9
1081000F3007000F3007000F,-0.6071068799088278,0.0,0.9497194995867352
1081000F3106000F3107000F,-1.2060000000000002,-1.344176505471507,0.0
1092000F3107000F3207000F,0.0,-1.8069505478392067,0.0
00B3100F4200A00F4200A00F,-1.1330636350137675,-0.5700094723060513,1.839
20B4200F3400B00F3400B00F,-0.6000000000000001,0.0,0.0
200F200F4300C00F4400C00F,0.0,0.0,0.0
1095000F4200A00F4200A00F,0.02374365699628444,0.0,0.0
1092000F3108000F3008000F,0.0,-1.4966836745979482,0.0
100F000F100F000F100F000F,-0.00023544681846212508,0.0,0.0
0093000F3308000F3308000F,0.6022610324547751,0.0,0.0
0090000F3006000F3006000F,0.0,0.0,1.2345883877409005
0092000F200A000F200A000F,4.498960014401416,0.0,-4.5
000D000F300B000F300B000F,4.5,0.0,0.0
000E100F4000C00F4000C00F,0.0,0.0,0.0
100E100F2200C00F2200C00F,-0.005555443742200928,0.0,0.0
0080000F1150000F1160000F,-0.3000005317899252,-1.1636626223558548,0.34455613712709676
100F000F100E000F100E000F,0.0,0.0,0.0
100F000F100F000F100E000F,0.0,-1.7410073510328268e-05,0.0
00B3100F3400900F3400900F,-1.1377925137197025,0.0,-0.6000000000000001
1080000F3105000F3105000F,0.0,0.0,-0.30000000000000004
0530000F2105000F2105000F,0.0,0.0,0.8956514233149447
00A2000F2207000F3107000F,0.0,-0.30000000000000004,0.0
0096100F3400A00F3400A00F,-1.161013697807945,0.0,0.0
0080000F2105000F3005000F,0.07129451596334599,0.0,0.0
0081000F2106000F3106000F,0.0,0.0,-0.8020545386258082
10A5200F4220A00F4220A00F,-0.5945598853724899,0.0,-0.30000000000000004
1082000F2108000F2207000F,0.0,0.0,-0.6030764552655384
00A4000F210A000F210A000F,0.0,0.0,0.05054449324622015
0096100F3400900F3400900F,0.0,-1.194,1.7055627951167933
0530000F2150000F3050000F,0.017601547707821154,0.0,0.0
1080000F2006000F3006000F,-0.005064113272903364,0.0,0.0
00A2000F2108000F3108000F,-0.5690539442107627,0.0,0.0
0530000F2160000F2150000F,0.0,-0.5837231757802988,0.0
0081000F2107000F2107000F,-0.612139293677599,0.0,0.0
0095100F2400900F4300900F,-1.155603553894816,0.0,0.0
1091000F2107000F3007000F,0.0,0.0,-0.0188379275514154
1095000F3400900F3400900F,0.05341263149787178,0.0,0.0
